folioter	foliotas
folioter	foliotant
folioter	foliotasses
folioter	foliotassiez
folioter	foliotât
folioter	foliotassent
folioter	foliotassions
folioter	foliote
folioter	folioté
folioter	foliotée
folioter	foliotâtes
folioter	foliotent
folioter	foliotées
folioter	folioteraient
folioter	folioterais
folioter	folioterai
folioter	folioterait
folioter	foliotèrent
folioter	folioterez
folioter	foliotera
folioter	folioteriez
folioter	folioteras
folioter	folioterions
folioter	folioterons
folioter	foliotés
folioter	folioteront
folioter	foliotes
folioter	foliotiez
folioter	foliotions
folioter	foliotons
folklore	folklores
folklorique	folkloriques
folkloriste	folkloristes
folioter	foliotez
follet	follette
follet	follettes
folliculaire	folliculaires
follicule	follicules
fomentateur	fomentateurs
fomenter	fomenta
folk	folks
fomenter	fomentai
fomenter	fomentaient
fomenter	fomentait
fomenter	fomentâmes
fomenter	fomentant
fomenter	fomentas
fomenter	fomentais
fomenter	fomentasse
fomenter	fomentassent
fomenter	fomentassiez
fomenter	fomentassions
fomenter	fomentasses
fomenter	fomentâtes
fomenter	fomente
fomenter	fomentât
fomenter	fomenté
fomenter	fomentée
fomenter	fomentées
follet	follets
fomenter	fomentent
fomenter	fomenterai
fomenter	fomenterais
fomenter	fomenteraient
fomenter	fomenterait
fomenter	fomentera
fomenter	fomenteras
fomenter	fomentèrent
fomenter	fomenterions
fomenter	fomenteriez
fomenter	fomenteront
fomenter	fomenterez
fomenter	fomenterons
fomenter	fomentes
fomenter	fomentés
fomenter	fomentions
fomenter	fomentiez
foncé	foncée
fomenter	fomentez
fomenter	fomentons
foncé	foncées
foncer	fonça
foncé	foncés
foncer	fonçaient
foncer	fonçais
foncer	fonçâmes
foncer	fonçant
foncer	fonçai
foncer	fonçait
foncer	fonçasse
foncer	fonçassent
foncer	fonçassiez
foncer	fonçasses
foncer	fonçassions
foncer	fonçâtes
foncer	fonce
foncer	fonças
foncer	fonçât
foncer	foncée
foncer	foncées
foncer	foncera
foncer	foncerai
foncer	foncé
foncer	fonceraient
foncer	foncerait
foncer	foncerais
foncer	foncèrent
foncer	foncerez
foncer	fonceriez
foncer	foncerions
foncer	foncerons
foncer	fonceras
foncer	fonceront
foncer	foncés
foncer	fonces
foncer	foncent
foncer	foncions
foncer	fonçons
foncer	fonciez
fonceur	fonceurs
foncier	foncière
foncier	foncières
fonceur	fonceuse
fonction	fonctions
foncier	fonciers
fonctionnalité	fonctionnalités
fonctionnarisation	fonctionnarisations
fonctionnaire	fonctionnaires
fonctionnariser	fonctionnarisé
fonctionnariser	fonctionnarisée
fonctionnel	fonctionnelle
fonctionnel	fonctionnelles
fonctionnement	fonctionnements
fonctionner	fonctionna
fonctionnel	fonctionnels
fonctionner	fonctionnai
fonctionner	fonctionnaient
fonctionner	fonctionnait
fonctionner	fonctionnâmes
fonctionner	fonctionnant
fonctionner	fonctionnas
fonctionner	fonctionnais
fonctionner	fonctionnassent
fonctionner	fonctionnasses
fonctionner	fonctionnasse
fonctionner	fonctionnassiez
fonctionner	fonctionnassions
fonctionner	fonctionnâtes
fonctionner	fonctionnât
fonctionner	fonctionné
foncer	foncez
fonctionner	fonctionnent
fonctionner	fonctionnerai
fonctionner	fonctionneraient
fonctionner	fonctionne
fonctionner	fonctionnerais
fonctionner	fonctionneras
fonctionner	fonctionnerait
fonctionner	fonctionnèrent
fonctionner	fonctionneriez
fonctionner	fonctionnerions
fonctionner	fonctionnerons
fonctionner	fonctionneront
fonctionner	fonctionnera
fonctionner	fonctionnerez
fonctionner	fonctionniez
fonctionner	fonctionnions
fonctionner	fonctionnons
fonctionner	fonctionnez
fondamental	fondamentale
fondamental	fondamentales
fondamental	fondamentaux
fond	fonds
fonctionner	fonctionnes
fondamentaliste	fondamentalistes
fondant	fondantes
fondamentalisme	fondamentalismes
fondateur	fondateurs
fondant	fondants
fondateur	fondatrice
fondant	fondante
fondation	fondations
fondateur	fondatrices
fondé	fondés
fondé	fondées
fondement	fondements
fonder	fondai
fondé	fondée
fonder	fondaient
fonder	fondait
fonder	fonda
fonder	fondant
fonder	fondas
fonder	fondâmes
fonder	fondassent
fonder	fondais
fonder	fondasses
fonder	fondassiez
fonder	fondassions
fonder	fondâtes
fonder	fondât
fonder	fondasse
fonder	fonde
fonder	fondé
fonder	fondent
fonder	fondées
fonder	fonderai
fonder	fondera
fonder	fonderaient
fonder	fonderait
fonder	fondée
fonder	fonderais
fonder	fonderez
fonder	fondèrent
fonder	fonderions
fonder	fonderas
fonder	fonderons
fonder	fonderiez
fonder	fondés
fonder	fonderont
fonder	fondiez
fonder	fondes
fonder	fondions
fonderie	fonderies
fonder	fondons
fondre	fondaient
fondre	fondais
fondre	fondait
fondre	fondant
fondre	fonde
fonder	fondez
fondre	fondent
fondre	fondez
fondre	fond
fondre	fondes
fondre	fondions
fondre	fondîmes
fondre	fondis
fondre	fondirent
fondre	fondissent
fondre	fondiez
fondre	fondisse
fondre	fondisses
fondre	fondissions
fondre	fondit
fondre	fondît
fondre	fondons
fondre	fondissiez
fondre	fondrai
fondre	fondîtes
fondre	fondra
fondre	fondraient
fondre	fondrais
fondre	fondrait
fondre	fondriez
fondre	fondrez
fondre	fondrions
fondre	fondrons
fondre	fonds
fondre	fondras
fondre	fondront
fondre	fondues
fondre	fondus
fondrière	fondrières
fondre	fondue
fondue	fondues
fongueux	fongueuse
fondu	fondus
fongueux	fongueuses
fontaine	fontaines
fontanel	fontanelle
fontanelle	fontanelles
fonte	fontes
fontange	fontanges
football	footballs
footballeur	footballeurs
footballeur	footballeuse
foot	foots
footballistique	footballistiques
footing	footings
footeux	footeuse
fondre	fondu
forage	forages
forain	foraines
foraminifère	foraminifères
forban	forbans
forain	forains
forçat	forçats
forain	foraine
forcé	forcées
forcé	forcés
forcené	forcenée
forcené	forcenées
forcené	forcenés
forcer	força
forcé	forcée
forcer	forçaient
forcer	forçais
force	forces
forcer	forçait
forcer	forçant
forcer	forçâmes
forcer	forças
forcer	forçasse
forcer	forçassent
forcer	forçassiez
forcer	forçassions
forcer	forçât
forcer	forçasses
forcer	forçâtes
forcer	forçai
forcer	forcée
forcer	force
forcer	forcé
forcer	forcera
forcer	forcées
forcer	forceraient
forcer	forcerais
forcer	forcent
forcer	forcerai
forcer	forcèrent
forcer	forceras
forcer	forcerait
forcer	forcerions
forcer	forcerons
forcer	forceront
forcer	forcerez
forcer	forceriez
forcer	forcez
forcer	forcés
forcer	forcions
forcer	forciez
forcer	forçons
forceur	forceurs
forcir	forci
forcing	forcings
forcer	forces
forcir	forcies
forcir	forcîmes
forcir	forcira
forcir	forcirai
forcir	forcirais
forcir	forciraient
forcir	forcirait
forcir	forcirent
forcir	forcirez
forcir	forcie
forcir	forcirions
forcir	forcirons
forcir	forciriez
forcir	forcis
forcir	forciras
forcir	forciront
forcir	forcissais
forcir	forcissaient
forcir	forcisse
forcir	forcissait
forcir	forcissant
forcir	forcissez
forcir	forcissent
forcir	forcissions
forcir	forcissons
forcir	forcit
forcir	forcisses
forcir	forcissiez
forclos	forclose
forclos	forcloses
forclusion	forclusions
forer	fora
forcir	forcît
forer	foraient
forcir	forcîtes
forer	forai
forer	forais
forer	forâmes
forer	foras
forer	forant
forer	forasse
forer	forasses
forer	forassent
forer	forassions
forer	forait
forer	forâtes
forer	forassiez
forer	fore
forer	forât
forer	forées
forer	forent
forer	forera
forer	forerai
forer	foreraient
forer	forerais
forer	foré
forer	forée
forer	forèrent
forer	forerez
forer	forerait
forer	forerions
forer	forerons
forer	foreras
forer	foreriez
forer	foreront
forer	forez
forer	forés
forer	forions
forer	forons
forestier	forestière
forestier	forestières
forer	foriez
forestier	forestiers
forer	fores
foret	forets
foreur	foreuse
foreur	foreuses
forfaire	forfait
forfaire	forfaite
forfaire	forfaites
foreur	foreurs
forfaire	forfaits
forfaitaire	forfaitaires
forfait	forfaits
forfanterie	forfanteries
forficule	forficules
forger	forge
forêt	forêts
forger	forgé
forger	forgeai
forger	forgeaient
forger	forgea
forger	forgeais
forger	forgeâmes
forge	forges
forger	forgeant
forger	forgeasse
forger	forgeassent
forger	forgeait
forger	forgeasses
forger	forgeassions
forger	forgeât
forger	forgeassiez
forger	forgeâtes
forger	forgées
forger	forgeas
forger	forgeons
forger	forgent
forger	forgerai
forger	forgeraient
forger	forgerais
forger	forgerait
forger	forgeras
forger	forgée
forger	forgèrent
forger	forgerez
forger	forgeriez
forger	forgerions
forger	forgeront
forger	forgera
forger	forgerons
forger	forgez
forger	forgés
forger	forgions
forger	forges
forgerie	forgeries
forgeron	forgeronne
forgeron	forgerons
forjeter	forjeta
forint	forints
forjeter	forjetai
forjeter	forjetaient
forjeter	forjetais
forjeter	forjetâmes
forjeter	forjetant
forjeter	forjetas
forjeter	forjetait
forjeter	forjetassent
forjeter	forjetasses
forjeter	forjetasse
forjeter	forjetassiez
forjeter	forjetassions
forjeter	forjetât
forjeter	forjetâtes
forjeter	forjetée
forjeter	forjeté
forjeter	forjetées
forjeter	forjetèrent
forjeter	forjetez
forjeter	forjetés
forjeter	forjetions
forger	forgiez
forjeter	forjetons
forjeter	forjettent
forjeter	forjettera
forjeter	forjette
forjeter	forjetterai
forjeter	forjetterais
forjeter	forjetteraient
forjeter	forjetiez
forjeter	forjetteras
forjeter	forjetterait
forjeter	forjetterions
forjeter	forjetterons
forjeter	forjetteront
forjeter	forjettes
forjeter	forjetterez
forjeter	forjetteriez
forlancer	forlançaient
forlancer	forlançais
forlancer	forlançait
forlancer	forlançâmes
forlancer	forlançai
forlancer	forlançant
forlancer	forlanças
forlancer	forlançassent
forlancer	forlançasses
forlancer	forlançassiez
forlancer	forlançassions
forlancer	forlança
forlancer	forlançât
forlancer	forlançâtes
forlancer	forlancé
forlancer	forlançasse
forlancer	forlancées
forlancer	forlancent
forlancer	forlancera
forlancer	forlance
forlancer	forlancerai
forlancer	forlanceraient
forlancer	forlancerait
forlancer	forlancerais
forlancer	forlancée
forlancer	forlanceras
forlancer	forlanceriez
forlancer	forlancèrent
forlancer	forlancerons
forlancer	forlancerions
forlancer	forlances
forlancer	forlanceront
forlancer	forlancerez
forlancer	forlancés
forlancer	forlancions
forlancer	forlanciez
forlancer	forlançons
forlancer	forlancez
forlonger	forlongea
forlonger	forlonge
forlonger	forlongé
forlonger	forlongeai
forlonger	forlongeaient
forlonger	forlongeâmes
forlonger	forlongeait
forlonger	forlongeas
forlonger	forlongeant
forlonger	forlongeasse
forlonger	forlongeasses
forlonger	forlongeassent
forlonger	forlongeassions
forlonger	forlongeât
forlonger	forlongeassiez
forlonger	forlongeâtes
forlonger	forlongeais
forlonger	forlongent
forlonger	forlongeons
forlonger	forlongera
forlonger	forlongées
forlonger	forlongeraient
forlonger	forlongerais
forlonger	forlongerait
forlonger	forlongée
forlonger	forlongeras
forlonger	forlongèrent
forlonger	forlongeriez
forlonger	forlongerions
forlonger	forlongerons
forlonger	forlongeront
forlonger	forlonges
forlonger	forlongerez
forlonger	forlongerai
forlonger	forlongés
forlonger	forlongions
forlonger	forlongez
forlonger	forlongiez
formaliser	formalisai
formaldéhyde	formaldéhydes
formaliser	formalisa
formaliser	formalisais
formaliser	formalisâmes
formaliser	formalisait
formaliser	formalisaient
formaliser	formalisasse
formaliser	formalisas
formaliser	formalisassent
formaliser	formalisassiez
formaliser	formalisassions
formaliser	formalisât
formaliser	formalisasses
formaliser	formalisâtes
formaliser	formalisé
formaliser	formalisant
formaliser	formalisées
formaliser	formalise
formaliser	formalisée
formaliser	formaliserai
formaliser	formaliseraient
formaliser	formaliserais
formaliser	formaliserait
formaliser	formaliseras
formaliser	formalisera
formaliser	formalisèrent
formaliser	formaliseriez
formaliser	formaliserions
formaliser	formaliserons
formaliser	formaliseront
formaliser	formalises
formaliser	formalisent
formaliser	formalisés
formaliser	formaliserez
formaliser	formalisiez
formaliser	formalisions
formalisme	formalismes
formaliste	formalistes
formalité	formalités
format	formats
formaliser	formalisez
formaliser	formalisons
formateur	formatrice
formateur	formateurs
formatif	formatifs
formater	formaté
formatif	formative
formation	formations
formateur	formatrices
formé	formée
forme	formes
formatif	formatives
formel	formelle
formé	formés
formel	formelles
formé	formées
former	formai
formel	formels
former	formaient
former	formait
former	forma
former	formais
former	formas
former	formâmes
former	formassent
former	formasses
former	formassiez
former	formassions
former	formasse
former	formâtes
former	formât
former	forme
former	formé
former	formée
former	formées
former	formant
former	formerai
former	forment
former	formeraient
former	formera
former	formerais
former	formèrent
former	formeras
former	formerait
former	formeriez
former	formerions
former	formeront
former	formerez
former	formerons
former	formez
former	formés
former	formions
former	formiez
formeret	formerets
formica	formicas
formication	formications
formid	formids
former	formons
formidable	formidables
formide	formides
former	formes
formulaire	formulaires
formulation	formulations
formulé	formulée
formulé	formulées
formulé	formulés
formol	formols
formule	formules
formuler	formula
formuler	formulai
formuler	formulais
formuler	formulaient
formuler	formulant
formuler	formulas
formuler	formulait
formuler	formulassent
formuler	formulasses
formuler	formulassiez
formuler	formulassions
formuler	formulât
formuler	formulasse
formuler	formule
formuler	formulé
formuler	formulâmes
formuler	formulées
formuler	formulâtes
formuler	formulera
formuler	formulée
formuler	formulerai
formuler	formuleraient
formuler	formulerais
formuler	formulent
formuler	formulerait
formuler	formulerez
formuler	formuleriez
formuler	formulèrent
formuler	formulerons
formuler	formulerions
formuler	formuleras
formuler	formuleront
formuler	formules
formuler	formulés
formuler	formulions
formuler	formulons
formuler	formulez
fornicateur	fornicateurs
fornicateur	fornicatrice
fornication	fornications
forniquer	forniqua
formulette	formulettes
forniquer	forniquaient
forniquer	forniquai
forniquer	forniquais
forniquer	forniquâmes
forniquer	forniquant
forniquer	forniquas
forniquer	forniquait
forniquer	forniquasse
forniquer	forniquasses
forniquer	forniquassent
forniquer	forniquassions
formuler	formuliez
forniquer	forniquât
forniquer	forniquâtes
forniquer	forniqué
forniquer	forniquassiez
forniquer	forniquées
forniquer	forniquée
forniquer	forniquera
forniquer	forniquerai
forniquer	forniqueraient
forniquer	forniquerais
forniquer	forniquent
forniquer	forniquerait
forniquer	forniquèrent
forniquer	forniquerez
forniquer	forniqueriez
forniquer	forniqueras
forniquer	forniquerions
forniquer	forniqueront
forniquer	forniques
forniquer	forniquerons
forniquer	fornique
forniquer	forniquez
forniquer	forniquions
forniquer	forniquons
forsythia	forsythias
forniquer	forniquiez
fort	fortes
forniquer	forniqués
forte-piano	forte-pianos
forteresse	forteresses
fortiche	fortiches
fortif	fortifs
fortifiant	fortifiants
fort	forts
fortification	fortifications
fortifié	fortifiée
fortifié	fortifiées
fortifier	fortifia
fortifié	fortifiés
fortifier	fortifiaient
fort	forte
fortifier	fortifiais
fortifier	fortifiâmes
fortifier	fortifiai
fortifier	fortifiait
fortifier	fortifiasse
fortifier	fortifiant
fortifier	fortifiassent
fortifier	fortifiassiez
fortifier	fortifiât
fortifier	fortifiassions
fortifier	fortifiasses
fortifier	fortifie
fortifier	fortifias
fortifier	fortifiée
fortifier	fortifiâtes
fortifier	fortifié
fortifier	fortifient
fortifier	fortifiées
fortifier	fortifieraient
fortifier	fortifierai
fortifier	fortifierait
fortifier	fortifieras
fortifier	fortifierais
fortifier	fortifièrent
fortifier	fortifieriez
fortifier	fortifierions
fortifier	fortifiera
fortifier	fortifierons
fortifier	fortifies
fortifier	fortifierez
fortifier	fortifieront
fortifier	fortifiés
fortifier	fortifiions
fortifier	fortifiez
fortifier	fortifions
fortifier	fortifiiez
fortuit	fortuites
fortin	fortins
fortuit	fortuite
fortuné	fortunée
fortune	fortunes
fortuné	fortunées
forum	forums
fortuné	fortunés
fosse	fosses
fortuit	fortuits
fossette	fossettes
fossiliser	fossilisé
fossiliser	fossilisés
fossoyeur	fossoyeurs
fossile	fossiles
fou	folle
fossé	fossés
fou	fous
fou	folles
fouace	fouaces
fouailler	fouaillai
fou	fol
fouailler	fouailla
fouailler	fouaillait
fouailler	fouaillaient
fouailler	fouaillâmes
fouailler	fouaillas
fouailler	fouaillais
fouailler	fouaillasse
fouailler	fouaillasses
fouailler	fouaillassent
fouailler	fouaillassions
fouailler	fouaillassiez
fouailler	fouaillât
fouailler	fouaillâtes
fouailler	fouaillé
fouailler	fouaillant
fouailler	fouaillées
fouailler	fouaillée
fouailler	fouaillera
fouailler	fouaillerai
fouailler	fouailleraient
fouailler	fouaille
fouailler	fouaillent
fouailler	fouaillerait
fouailler	fouaillèrent
fouailler	fouaillerez
fouailler	fouaillerais
fouailler	fouaillerions
fouailler	fouaillerons
fouailler	fouailleriez
fouailler	fouailleront
fouailler	fouaillés
fouailler	fouailleras
fouailler	fouailliez
fouailler	fouaillez
fouailler	fouaillions
fouailler	fouailles
fouailler	fouaillons
foudroiement	foudroiements
foucade	foucades
foudroyant	foudroyante
foudroyant	foudroyantes
foudroyer	foudroie
foudroyant	foudroyants
foudroyer	foudroiera
foudroyer	foudroierai
foudroyer	foudroieraient
foudroyer	foudroierais
foudre	foudres
foudroyer	foudroierait
foudroyer	foudroient
foudroyer	foudroieras
foudroyer	foudroieriez
foudroyer	foudroierons
foudroyer	foudroierions
foudroyer	foudroieront
foudroyer	foudroies
foudroyer	foudroierez
foudroyer	foudroyaient
foudroyer	foudroya
foudroyer	foudroyais
foudroyer	foudroyâmes
foudroyer	foudroyai
foudroyer	foudroyait
foudroyer	foudroyasse
foudroyer	foudroyas
foudroyer	foudroyant
foudroyer	foudroyasses
foudroyer	foudroyassiez
foudroyer	foudroyassions
foudroyer	foudroyâtes
foudroyer	foudroyassent
foudroyer	foudroyée
foudroyer	foudroyât
foudroyer	foudroyées
foudroyer	foudroyèrent
foudroyer	foudroyé
foudroyer	foudroyés
foudroyer	foudroyions
foudroyer	foudroyez
foudroyer	foudroyons
fouet	fouets
fouëne	fouënes
fouettard	fouettards
fouettement	fouettements
foudroyer	foudroyiez
fouetter	fouetta
fouetté	fouettés
fouetter	fouettaient
fouetter	fouettait
fouetter	fouettai
fouetter	fouettâmes
fouetter	fouettas
fouetter	fouettant
fouetter	fouettasse
fouetter	fouettassent
fouetter	fouettassiez
fouetter	fouettais
fouetter	fouettasses
fouetter	fouettâtes
fouetter	fouettassions
fouetter	fouettât
fouetter	fouetté
fouetter	fouettée
fouetter	fouettées
fouetter	fouettera
fouetter	fouettent
fouetter	fouetterai
fouetter	fouetteraient
fouetter	fouetterait
fouetter	fouetteras
fouetter	fouetterais
fouetter	fouetterez
fouetter	fouettèrent
fouetter	fouetteriez
fouetter	fouetterions
fouetter	fouetterons
fouetter	fouettes
fouetter	fouetteront
fouetter	fouettés
fouetter	fouette
fouetter	fouettiez
fouetter	fouettions
fouetteur	fouetteurs
fouetteur	fouetteuse
fouetter	fouettons
foufou	foufous
fouetter	fouettez
fougasse	fougasses
fougeraie	fougeraies
foufoune	foufounes
fouger	fouge
fougue	fougues
fougueux	fougueuse
fougueux	fougueuses
fougère	fougères
fouille	fouilles
fouiller	fouillai
fouiller	fouillaient
fouiller	fouillais
fouiller	fouillâmes
fouiller	fouillant
fouiller	fouillas
fouiller	fouillait
fouiller	fouillasse
fouiller	fouilla
fouiller	fouillasses
fouiller	fouillassions
fouiller	fouillât
fouiller	fouillassent
fouiller	fouille
fouiller	fouillassiez
fouiller	fouillâtes
fouiller	fouillée
fouiller	fouillées
fouiller	fouillera
fouiller	fouillent
fouiller	fouillerai
fouiller	fouillerais
fouiller	fouilleraient
fouiller	fouilleras
fouiller	fouillerait
fouiller	fouillèrent
fouiller	fouilleriez
fouiller	fouillerions
fouiller	fouillerons
fouiller	fouilleront
fouiller	fouillé
fouiller	fouillerez
fouiller	fouillez
fouiller	fouillés
fouiller	fouillions
fouiller	fouilliez
fouilleur	fouilleurs
fouiller	fouilles
fouiller	fouillons
fouilleur	fouilleuse
fouiner	fouina
fouinard	fouinards
fouiner	fouinaient
fouine	fouines
fouiner	fouinais
fouiner	fouinâmes
fouiner	fouinant
fouiner	fouinas
fouiner	fouinait
fouiner	fouinasse
fouiner	fouinasses
fouiner	fouinassent
fouiner	fouinassions
fouiner	fouinât
fouiner	fouinassiez
fouiner	fouine
fouiner	fouinai
fouiner	fouinent
fouiner	fouinâtes
fouiner	fouinerai
fouiner	fouiné
fouiner	fouineraient
fouiner	fouinerais
fouiner	fouineras
fouiner	fouinerait
fouiner	fouinerez
fouiner	fouinèrent
fouiner	fouineriez
fouiner	fouinerions
fouiner	fouineront
fouiner	fouines
fouiner	fouinera
fouiner	fouinerons
fouiner	fouinez
fouiner	fouiniez
fouineur	fouineurs
fouineur	fouineuse
fouineur	fouineuses
fouir	foui
fouiner	fouinons
fouir	fouies
fouir	fouîmes
fouiner	fouinions
fouir	fouie
fouir	fouira
fouir	fouiraient
fouir	fouirais
fouir	fouirai
fouir	fouirent
fouir	fouirait
fouir	fouiras
fouir	fouirez
fouir	fouiriez
fouir	fouirions
fouir	fouiront
fouir	fouirons
fouir	fouissaient
fouir	fouis
fouir	fouissais
fouir	fouissant
fouir	fouisse
fouir	fouissent
fouir	fouissez
fouir	fouissait
fouir	fouissions
fouir	fouissiez
fouir	fouissons
fouir	fouît
fouir	fouit
fouir	fouisses
fouisseur	fouisseurs
fouisseur	fouisseuses
fouisseur	fouisseuse
fouir	fouîtes
fouler	foula
foulée	foulées
fouler	foulai
foulard	foulards
fouler	foulaient
foule	foules
fouler	foulait
fouler	foulâmes
fouler	foulant
fouler	foulassent
fouler	foulasse
fouler	foulasses
fouler	foulais
fouler	foulassiez
fouler	foulât
fouler	foulassions
fouler	foule
fouler	foulas
fouler	foulâtes
fouler	foulées
fouler	foulée
fouler	foulé
fouler	foulent
fouler	foulerai
fouler	foulerais
fouler	fouleraient
fouler	fouleras
fouler	foulerait
fouler	foulèrent
fouler	fouleriez
fouler	foulera
fouler	foulerez
fouler	foulerons
fouler	foulerions
fouler	foulez
fouler	fouleront
fouler	fouliez
fouler	foulés
fouler	foulions
foulure	foulures
fouler	foules
fouler	foulons
four	fours
fourbe	fourbes
foulque	foulques
fourbi	fourbis
fourberie	fourberies
fourber	fourbais
fourbir	fourbi
fourbir	fourbies
fourbir	fourbira
fourbir	fourbîmes
fourbir	fourbiraient
fourbir	fourbirais
fourbir	fourbie
fourbir	fourbirai
fourbir	fourbirent
fourbir	fourbiras
fourbir	fourbirait
fourbir	fourbirions
fourbir	fourbirez
fourbir	fourbiriez
fourbir	fourbis
fourbir	fourbirons
fourbir	fourbissais
fourbir	fourbissant
fourbir	fourbissaient
fourbir	fourbiront
fourbir	fourbissait
fourbir	fourbissez
fourbir	fourbissent
fourbir	fourbisses
fourbir	fourbissiez
fourbir	fourbissions
fourbir	fourbisse
fourbir	fourbissons
fourbir	fourbît
fourbir	fourbîtes
fourbu	fourbues
fourbir	fourbit
fourche	fourches
fourcher	fourcha
fourcher	fourché
fourbu	fourbus
fourcher	fourche
fourcher	fourchée
fourcher	fourchez
fourcher	fourchent
fourchette	fourchettes
fourbu	fourbue
fourchu	fourchue
fourchu	fourchues
fourchet	fourchets
fourchure	fourchures
fourgonner	fourgonna
fourgonner	fourgonnai
fourgonner	fourgonnaient
fourchu	fourchus
fourgonner	fourgonnâmes
fourgonner	fourgonnait
fourgonner	fourgonnais
fourgonner	fourgonnant
fourgonner	fourgonnas
fourgonner	fourgonnasse
fourgonner	fourgonnassent
fourgonner	fourgonnassiez
fourgonner	fourgonnasses
fourgonner	fourgonnassions
fourgonner	fourgonnât
fourgonner	fourgonnâtes
fourgonner	fourgonné
fourgonner	fourgonnent
fourgonner	fourgonnerai
fourgon	fourgons
fourgonner	fourgonne
fourgonner	fourgonnerais
fourgonner	fourgonneraient
fourgonner	fourgonneras
fourgonner	fourgonnerait
fourgonner	fourgonnèrent
fourgonner	fourgonneriez
fourgonner	fourgonnera
fourgonner	fourgonnerez
fourgonner	fourgonneront
fourgonner	fourgonnes
fourgonner	fourgonnerions
fourgonner	fourgonniez
fourgonner	fourgonnerons
fourgonner	fourgonnions
fourgonner	fourgonnons
fourgon-pompe	fourgons-pompes
fourgonnette	fourgonnettes
fourgue	fourgues
fourgonner	fourgonnez
fourguer	fourguait
fourguer	fourguant
fourguer	fourgue
fourguer	fourguais
fourguer	fourguées
fourguer	fourguent
fourguer	fourguée
fourguer	fourguerais
fourguer	fourgueraient
fourguer	fourguerait
fourguer	fourguez
fourguer	fourgues
fourguer	fourgués
fourguer	fourgué
fourmilier	fourmilière
fourme	fourmes
fourmilière	fourmilières
fourmilion	fourmilions
fourmilier	fourmiliers
fourmi-lion	fourmis-lions
fourmi	fourmis
fourmillant	fourmillante
fourmillement	fourmillements
fourmillant	fourmillantes
fourmiller	fourmillai
fourmillant	fourmillants
fourmiller	fourmillais
fourmiller	fourmillaient
fourmiller	fourmillait
fourmiller	fourmillâmes
fourmiller	fourmilla
fourmiller	fourmillas
fourmiller	fourmillasse
fourmiller	fourmillassent
fourmiller	fourmillasses
fourmiller	fourmillassions
fourmiller	fourmillassiez
fourmiller	fourmillant
fourmiller	fourmillâtes
fourmiller	fourmille
fourmiller	fourmillât
fourmiller	fourmillera
fourmiller	fourmillerai
fourmiller	fourmilleraient
fourmiller	fourmillent
fourmiller	fourmillerais
fourmiller	fourmilleras
fourmiller	fourmillerait
fourmiller	fourmillèrent
fourmiller	fourmillerez
fourmiller	fourmilleriez
fourmiller	fourmillerions
fourmiller	fourmillé
fourmiller	fourmilleront
fourmiller	fourmillez
fourmiller	fourmilles
fourmiller	fourmillerons
fourmiller	fourmillons
fourmiller	fourmillions
fourneau	fourneaux
fourmiller	fourmilliez
fourni	fournie
fournaise	fournaises
fournée	fournées
fournil	fournils
fourni	fournies
fourniment	fourniments
fournir	fournie
fourni	fournis
fournir	fournies
fournir	fournîmes
fournir	fourni
fournir	fournira
fournir	fourniraient
fournir	fournirait
fournir	fourniras
fournir	fournirais
fournir	fournirent
fournir	fournirions
fournir	fournirez
fournir	fourniriez
fournir	fournirai
fournir	fournirons
fournir	fournissaient
fournir	fourniront
fournir	fournissait
fournir	fournissant
fournir	fournis
fournir	fournissais
fournir	fournissent
fournir	fournisse
fournir	fournisses
fournir	fournissiez
fournir	fournissions
fournir	fournit
fournir	fournissons
fournir	fournît
fournir	fournissez
fournisseur	fournisseurs
fournisseur	fournisseuses
fourrage	fourrages
fourniture	fournitures
fournir	fournîtes
fourrager	fourragea
fourrager	fourrageai
fourrager	fourrage
fourrager	fourragé
fourrager	fourrageaient
fourrager	fourrageâmes
fourrager	fourrageais
fourrager	fourrageas
fourrager	fourrageait
fourrager	fourrageasse
fourrager	fourrageasses
fourrager	fourrageassent
fourrager	fourrageant
fourrager	fourrageassiez
fourrager	fourrageâtes
fourrager	fourrageassions
fourrager	fourragent
fourrager	fourrageons
fourrager	fourrageât
fourrager	fourragera
fourrager	fourrageraient
fourrager	fourragerait
fourrager	fourragère
fourrager	fourragerais
fourrager	fourragèrent
fourrager	fourragères
fourrager	fourrageras
fourrager	fourrageriez
fourrager	fourragerez
fourrager	fourragerons
fourrager	fourragerions
fourrager	fourragerai
fourrager	fourrageront
fourrager	fourragez
fourrager	fourragiez
fourrager	fourragions
fourragère	fourragères
fourrageur	fourrageurs
fourré	fourrée
fourré	fourrées
fourrager	fourrages
fourrer	fourra
fourreau	fourreaux
fourrer	fourraient
fourré	fourrés
fourrer	fourrais
fourrer	fourrâmes
fourrer	fourrant
fourrer	fourrait
fourrer	fourrasse
fourrer	fourrassent
fourrer	fourrasses
fourrer	fourrassiez
fourrer	fourrai
fourrer	fourrassions
fourrer	fourrâtes
fourrer	fourre
fourrer	fourrât
fourrer	fourrée
fourrer	fourré
fourrer	fourrent
fourrer	fourras
fourrer	fourrera
fourrer	fourrerai
fourrer	fourrerais
fourrer	fourreraient
fourrer	fourreras
fourrer	fourrerait
fourrer	fourrèrent
fourrer	fourreriez
fourrer	fourrerions
fourrer	fourrerez
fourrer	fourrerons
fourrer	fourres
fourrer	fourreront
