a posteriori	à posteriori
adhérer	adhérâtes
adhérer	adhérée
adhérer	adhérât
adhérer	adhérées
adhérer	adhérera
adhérer	adhèrent
adhérer	adhérerai
adhérer	adhérerais
adhérer	adhéreraient
adhérer	adhéreras
adhérer	adhérerait
adhérer	adhérèrent
adhérer	adhéreriez
adhérer	adhérerez
adhérer	adhérerions
adhérer	adhéreront
adhérer	adhérés
adhérer	adhérerons
adhérer	adhères
adhérer	adhériez
adhérer	adhère
adhérer	adhérez
adhésif	adhésifs
adhérer	adhérions
adhésif	adhésives
adhésif	adhésive
adhésion	adhésions
adieu	adieux
adhérer	adhérons
adipeux	adipeuse
adipeux	adipeuses
adjacent	adjacente
adjacent	adjacentes
adjacent	adjacents
adjectif	adjectifs
adja	adjas
adjectif	adjective
adjectif	adjectives
adjectival	adjectivales
adjectival	adjectivaux
adjectival	adjectivale
adjoindre	adjoignais
adire	adira
adjoindre	adjoignaient
adjoindre	adjoigne
adjoindre	adjoignait
adjoindre	adjoignes
adjoindre	adjoignant
adjoindre	adjoigniez
adjoindre	adjoignîmes
adjoindre	adjoignions
adjoindre	adjoignirent
adjoindre	adjoignis
adjoindre	adjoignent
adjoindre	adjoignisse
adjoindre	adjoignisses
adjoindre	adjoignissiez
adjoindre	adjoignissions
adjoindre	adjoignit
adjoindre	adjoignissent
adjoindre	adjoignîtes
adjoindre	adjoignons
adjoindre	adjoignît
adjoindre	adjoindra
adjoindre	adjoignez
adjoindre	adjoindrai
adjoindre	adjoindraient
adjoindre	adjoindrais
adjoindre	adjoindrez
adjoindre	adjoindrait
adjoindre	adjoindrions
adjoindre	adjoindrons
adjoindre	adjoindriez
adjoindre	adjoindras
adjoindre	adjoindront
adjoindre	adjointe
adjoindre	adjoint
adjoindre	adjointes
adjoindre	adjoins
adjoindre	adjoints
adjoint	adjointes
adjonction	adjonctions
adjoint	adjointe
adjudant	adjudants
adjudicataire	adjudicataires
adjudant-chef	adjudants-chefs
adjudicateur	adjudicatrice
adjudicateur	adjudicateurs
adjudicateur	adjudicatrices
adjuger	adjuge
adjoint	adjoints
adjudication	adjudications
adjuger	adjugeai
adjuger	adjugeaient
adjuger	adjugea
adjuger	adjugeais
adjuger	adjugeâmes
adjuger	adjugeant
adjuger	adjugé
adjuger	adjugeas
adjuger	adjugeassent
adjuger	adjugeasses
adjuger	adjugeasse
adjuger	adjugeassiez
adjuger	adjugeassions
adjuger	adjugeât
adjuger	adjugeâtes
adjuger	adjugée
adjuger	adjugeait
adjuger	adjugées
adjuger	adjugent
adjuger	adjugeons
adjuger	adjugeraient
adjuger	adjugerais
adjuger	adjugera
adjuger	adjugerait
adjuger	adjugèrent
adjuger	adjugerai
adjuger	adjugeriez
adjuger	adjugerions
adjuger	adjugeras
adjuger	adjugerons
adjuger	adjugeront
adjuger	adjugés
adjuger	adjugerez
adjuger	adjuges
adjuger	adjugions
adjuger	adjugez
adjupète	adjupètes
adjuration	adjurations
adjurer	adjurai
adjurer	adjura
adjuger	adjugiez
adjurer	adjuraient
adjurer	adjurâmes
adjurer	adjurant
adjurer	adjurais
adjurer	adjurasse
adjurer	adjurassent
adjurer	adjurait
adjurer	adjurasses
adjurer	adjurassions
adjurer	adjurât
adjurer	adjurassiez
adjurer	adjure
adjurer	adjuras
adjurer	adjuré
adjurer	adjurée
adjurer	adjurées
adjurer	adjurâtes
adjurer	adjurerai
adjurer	adjurera
adjurer	adjureraient
adjurer	adjurerait
adjurer	adjureras
adjurer	adjurèrent
adjurer	adjurent
adjurer	adjurerais
adjurer	adjurerions
adjurer	adjurerons
adjurer	adjureriez
adjurer	adjures
adjurer	adjureront
adjurer	adjurés
adjurer	adjurerez
adjurer	adjurez
adjurer	adjurions
adjurer	adjuriez
adjuvant	adjuvants
admettre	admets
adjurer	adjurons
admettre	admettaient
admettre	admettais
admettre	admettant
admettre	admet
admettre	admettait
admettre	admettes
admettre	admettent
admettre	admettiez
admettre	admettions
admettre	admettons
admettre	admette
admettre	admettez
admettre	admettrai
admettre	admettrais
admettre	admettraient
admettre	admettras
admettre	admettrait
admettre	admettrez
admettre	admettriez
admettre	admettrions
admettre	admettront
admettre	admîmes
admettre	admettrons
admettre	admirent
admettre	admettra
admettre	admises
admettre	admis
admettre	admise
admettre	admisses
admettre	admissent
admettre	admissions
admettre	admisse
admettre	admissiez
admettre	admîtes
admettre	admit
administrateur	administrateurs
administrateur	administratrices
administrateur	administratrice
administratif	administratifs
administratif	administratives
admettre	admît
administration	administrations
administré	administrées
administratif	administrative
administré	administrée
administrer	administra
administrer	administrai
administrer	administraient
administrer	administrais
administrer	administrait
administrer	administrâmes
administrer	administras
administré	administrés
administrer	administrasse
administrer	administrasses
administrer	administrassent
administrer	administrassions
administrer	administrât
administrer	administrassiez
administrer	administrâtes
administrer	administré
administrer	administrant
administrer	administrées
administrer	administre
administrer	administrée
administrer	administrent
administrer	administrerai
administrer	administreraient
administrer	administrerait
administrer	administrera
administrer	administreras
administrer	administrèrent
administrer	administreriez
administrer	administrerions
administrer	administrerais
administrer	administrerez
administrer	administreront
administrer	administrerons
administrer	administrez
administrer	administrés
administrer	administrions
administrer	administres
administrer	administrons
admirable	admirables
admirateur	admirateurs
admirateur	admiratrices
admiratif	admiratifs
admirateur	admiratrice
administrer	administriez
admiratif	admirative
admiration	admirations
admiratif	admiratives
admirer	admiraient
admirer	admirai
admirer	admirais
admirer	admirâmes
admirer	admirant
admirer	admiras
admirer	admirait
admirer	admirasse
admirer	admirassent
admirer	admirassiez
admirer	admira
admirer	admirasses
admirer	admirassions
admirer	admire
admirer	admirâtes
admirer	admirât
admirer	admirées
admirer	admiré
admirer	admirée
admirer	admirerai
admirer	admirera
admirer	admireraient
admirer	admirerait
admirer	admirent
admirer	admireras
admirer	admirerez
admirer	admirèrent
admirer	admirerions
admirer	admirerons
admirer	admireront
admirer	admirerais
admirer	admireriez
admirer	admires
admirer	admirés
admirer	admirions
admirer	admirons
admis	admise
admirer	admiriez
admissible	admissibles
admission	admissions
admonestation	admonestations
admis	admises
admonester	admonesta
admonester	admonestai
admonester	admonestaient
admonester	admonestais
admonester	admonestait
admonester	admonestâmes
admonester	admonestas
admonester	admonestant
admonester	admonestasse
admonester	admonestasses
admonester	admonestassent
admonester	admonestassions
admonester	admonestassiez
admonester	admonestâtes
admonester	admonestât
admirer	admirez
admonester	admoneste
admonester	admonestée
admonester	admonestées
admonester	admonestera
admonester	admonesté
admonester	admonesterai
admonester	admonesteraient
admonester	admonesterait
admonester	admonesteras
admonester	admonesterais
admonester	admonestèrent
admonester	admonestent
admonester	admonesterez
admonester	admonesterions
admonester	admonesteriez
admonester	admonestes
admonester	admonesteront
admonester	admonesterons
admonester	admonestez
admonester	admonestiez
admonester	admonestons
admonester	admonestions
adolescence	adolescences
adolescent	adolescente
adolescent	adolescentes
admonester	admonestés
adoniser	adonisant
adolescent	adolescents
adonner	adonnai
admonition	admonitions
adonner	adonnaient
adonner	adonna
adonner	adonnait
adonner	adonnâmes
adonner	adonnant
adonner	adonnais
adonner	adonnasse
adonner	adonnassent
adonner	adonnassiez
adonner	adonnasses
adonner	adonnassions
adonner	adonnât
adonner	adonnâtes
adonner	adonnas
adonner	adonne
adonner	adonnée
adonner	adonnées
adonner	adonnera
adonner	adonné
adonner	adonnent
adonner	adonnerai
adonner	adonnerait
adonner	adonneraient
adonner	adonnèrent
adonner	adonnerais
adonner	adonnerez
adonner	adonneriez
adonner	adonnerions
adonner	adonnerons
adonner	adonneront
adonner	adonnes
adonner	adonnés
adonner	adonniez
adonner	adonneras
adonner	adonnons
adonner	adonnions
adoptable	adoptables
adopté	adoptées
adopté	adoptés
adopter	adopta
adonner	adonnez
adopté	adoptée
adopter	adoptaient
adopter	adoptais
adopter	adoptâmes
adopter	adoptant
adopter	adoptas
adopter	adoptait
adopter	adoptasse
adopter	adoptasses
adopter	adoptassent
adopter	adoptassions
adopter	adoptai
adopter	adoptât
adopter	adoptassiez
adopter	adopté
adopter	adoptâtes
adopter	adoptée
adopter	adoptées
adopter	adoptent
adopter	adopterai
adopter	adopte
adopter	adoptera
adopter	adopterait
adopter	adopteraient
adopter	adoptèrent
adopter	adopterez
adopter	adopterais
adopter	adopterions
adopter	adopterons
adopter	adopteriez
adopter	adoptes
adopter	adopteras
adopter	adopteront
adopter	adoptés
adopter	adoptez
adopter	adoptions
adopter	adoptons
adoptif	adoptive
adoptif	adoptives
adoptif	adoptifs
adoption	adoptions
adorant	adorante
adorable	adorables
adorateur	adorateurs
adopter	adoptiez
adorateur	adoratrice
adorateur	adoratrices
adorer	adora
adoration	adorations
adorant	adorants
adorer	adorais
adorer	adorai
adorer	adorait
adorer	adorâmes
adorer	adoras
adorer	adoraient
adorer	adorassent
adorer	adorasse
adorer	adorasses
adorer	adorassiez
adorer	adorât
adorer	adorassions
adorer	adore
adorer	adorâtes
adorer	adorant
adorer	adoré
adorer	adorées
adorer	adorée
adorer	adorerai
adorer	adoreraient
adorer	adorerais
adorer	adorerait
adorer	adorera
adorer	adoreras
adorer	adorerez
adorer	adorent
adorer	adoreriez
adorer	adorerions
adorer	adorerons
adorer	adorèrent
adorer	adorés
adorer	adores
adorer	adoreront
adorer	adorez
adorer	adoriez
adorner	adornaient
adorner	adornait
adorer	adorons
adorer	adorions
adorner	adorné
adossé	adossée
adossé	adossés
adosser	adossai
adosser	adossaient
adosser	adossais
adorner	adorne
adosser	adossait
adosser	adossâmes
adosser	adossant
adosser	adossa
adosser	adossasse
adosser	adossasses
adosser	adossassent
adosser	adossassions
adosser	adossât
adosser	adossassiez
adosser	adossâtes
adosser	adossé
adosser	adossée
adosser	adossées
adosser	adossent
adosser	adossas
adosser	adossera
adosser	adosserai
adosser	adosserais
adosser	adosseraient
adosser	adosseras
adosser	adosserait
adosser	adossèrent
adosser	adosserez
adosser	adosseriez
adosser	adosserions
adosser	adosseront
adosser	adosses
adosser	adossés
adosser	adosserons
adosser	adossiez
adosser	adossions
adosser	adossons
adosser	adosse
adosser	adossez
adouber	adoubaient
adouber	adoubais
adouber	adoubait
adouber	adoubâmes
adouber	adouba
adouber	adoubai
adouber	adoubasse
adouber	adoubas
adouber	adoubassent
adouber	adoubant
adouber	adoubasses
adouber	adoubassions
adouber	adoubassiez
adouber	adoube
adouber	adoubât
adouber	adoubâtes
adouber	adoubé
adouber	adoubées
adouber	adoubée
adouber	adoubera
adouber	adouberai
adouber	adouberais
adouber	adouberaient
adouber	adouberas
adouber	adouberait
adouber	adoubèrent
adouber	adouberiez
adouber	adouberions
adouber	adoubent
adouber	adouberez
adouber	adouberons
adouber	adoubes
adouber	adouberont
adouber	adoubiez
adouber	adoubés
adouber	adoubons
adouber	adoubions
adoucir	adouci
adouci	adoucis
adouber	adoubez
adoucir	adoucîmes
adoucir	adoucie
adoucir	adoucies
adoucir	adouciraient
adoucir	adoucirai
adoucir	adoucirais
adoucir	adoucirait
adoucir	adouciras
adoucir	adoucirent
adoucir	adoucirez
adoucir	adouciriez
adoucir	adoucirions
adoucir	adouciront
adoucir	adoucis
adoucir	adoucira
adoucir	adoucirons
adoucir	adoucissais
adoucir	adoucissaient
adoucir	adoucisse
adoucir	adoucissant
adoucir	adoucissait
adoucir	adoucissez
adoucir	adoucissent
adoucir	adoucissions
adoucir	adoucissiez
adoucir	adoucissons
adoucir	adoucît
adoucir	adoucisses
adoucissant	adoucissante
adoucissant	adoucissantes
adoucir	adoucîtes
adoucissant	adoucissants
adoucissement	adoucissements
adragant	adragante
adoucisseur	adoucisseurs
adrénaline	adrénalines
adresse	adresses
adragante	adragantes
adresser	adressa
adresser	adressai
adresser	adressais
adoucir	adoucit
adresser	adressaient
adresser	adressait
adresser	adressâmes
adresser	adressasse
adresser	adressassent
adresser	adressant
adresser	adressasses
adresser	adressassions
adresser	adressassiez
adresser	adressâtes
adresser	adresse
adresser	adressas
adresser	adressée
adresser	adressé
adresser	adressées
adresser	adressât
adresser	adresserai
adresser	adressent
adresser	adresseraient
adresser	adresserait
adresser	adresseras
adresser	adresserais
adresser	adressèrent
adresser	adresserez
adresser	adresseriez
adresser	adresserions
adresser	adresserons
adresser	adresses
adresser	adressera
adresser	adressez
adresser	adressés
adresser	adressions
adresser	adresseront
adriatique	adriatiques
adroit	adroite
adresser	adressons
adresser	adressiez
adroit	adroites
adulation	adulations
aduler	adulai
adroit	adroits
aduler	adulaient
aduler	adulait
aduler	adulâmes
aduler	adulant
aduler	adulas
aduler	adulais
aduler	adulassent
aduler	adula
aduler	adulasses
aduler	adulassions
aduler	adulât
aduler	adulassiez
aduler	adulasse
aduler	adulâtes
aduler	adulée
aduler	adulé
aduler	adulées
aduler	adulera
aduler	adulent
aduler	adulerai
aduler	adulerais
aduler	aduleraient
aduler	adulerait
aduler	adulèrent
aduler	adulerez
aduler	aduleriez
aduler	aduleras
aduler	adulerions
aduler	aduleront
aduler	adules
aduler	adulerons
aduler	adulés
aduler	aduliez
aduler	adulions
aduler	adulons
adulte	adultes
aduler	adulez
adultère	adultères
adultérer	adultéré
adultérer	adultéraient
aduler	adule
adultérin	adultérine
adultérin	adultérines
advenir	advenaient
adultérin	adultérins
adultérer	adultérées
advenir	advenu
advenir	advenait
advenir	advenant
advenir	advenues
advenir	advenue
advenir	adviendra
advenir	adviendraient
advenir	adviendrait
advenir	advienne
advenir	advenus
advenir	adviendront
advenir	advinrent
advenir	adviennent
advenir	advint
advenir	advinssent
adventice	adventices
advenu	advenue
advenir	advient
adverbe	adverbes
adverbial	adverbiales
adverbial	adverbiaux
adversaire	adversaires
adverse	adverses
adverbial	adverbiale
adversité	adversités
aegipan	aegipans
aérateur	aérateurs
aération	aérations
aéré	aérée
advenir	advînt
aède	aèdes
aéré	aérées
aéré	aérés
aérer	aéraient
aérer	aéra
aérer	aérai
aérer	aérâmes
aérer	aérais
aérer	aérant
aérer	aérasse
aérer	aérassent
aérer	aérasses
aérer	aérait
aérer	aérassiez
aérer	aérât
aérer	aérassions
aérer	aéré
aérer	aérâtes
aérer	aère
aérer	aéras
aérer	aèrent
aérer	aérées
aérer	aérerai
aérer	aérera
aérer	aéreraient
aérer	aérerais
aérer	aéreras
aérer	aérerait
aérer	aérerez
aérer	aérèrent
aérer	aérerions
aérer	aérée
aérer	aéreriez
aérer	aérerons
aérer	aères
aérer	aérés
aérer	aéreront
aérer	aérions
aérer	aérez
aérer	aérons
aérien	aériennes
aérien	aériens
aérien	aérienne
aérobic	aérobics
aérer	aériez
aérium	aériums
aérobie	aérobies
aérodrome	aérodromes
aérodynamique	aérodynamiques
aérogénérateur	aérogénérateurs
aérofrein	aérofreins
aéroglisseur	aéroglisseurs
aéronaute	aéronautes
aéronautique	aéronautiques
aérogare	aérogares
aéronaval	aéronavale
aéronaval	aéronavales
aéronaval	aéronavals
aérophagie	aérophagies
aéroplane	aéroplanes
aérolithe	aérolithes
aéroporté	aéroportée
aéroport	aéroports
aéroporté	aéroportées
aéroportuaire	aéroportuaires
aéropostal	aéropostale
aéropostal	aéropostales
aéroporté	aéroportés
aéronef	aéronefs
aéropostal	aéropostaux
aérospatial	aérospatiale
aérospatial	aérospatiales
aérostat	aérostats
aérospatial	aérospatiaux
aérostatique	aérostatiques
aérosol	aérosols
aérotrain	aérotrains
affabilité	affabilités
affabulateur	affabulatrice
affable	affables
aérostier	aérostiers
affabulation	affabulations
affabuler	affabulaient
affabuler	affabulais
affabuler	affabulait
affabuler	affabulâmes
affabuler	affabulant
affabuler	affabulas
affabuler	affabula
affabuler	affabulasse
affabuler	affabulassent
affabuler	affabulassiez
affabuler	affabulassions
affabuler	affabulât
affabuler	affabulasses
affabuler	affabule
affabuler	affabulai
affabuler	affabulée
affabuler	affabulâtes
affabuler	affabulent
affabuler	affabulées
affabuler	affabulerai
affabuler	affabulé
affabuler	affabulera
affabuler	affabulerait
affabuler	affabuleraient
affabuler	affabulèrent
affabuler	affabulerez
affabuler	affabulerais
affabuler	affabulerions
affabuler	affabuleriez
affabuler	affabuleras
affabuler	affabulerons
affabuler	affabuleront
affabuler	affabulez
affabuler	affabulés
affabuler	affabulions
affabuler	affabules
affabuler	affabulons
affadir	affadie
affabuler	affabuliez
affadir	affadies
affadir	affadîmes
affadir	affadira
affadir	affadirai
affadir	affadirais
affadir	affadiraient
affadir	affadiras
affadir	affadirait
affadir	affadirent
affadir	affadirez
affadir	affadiriez
affadir	affadirons
affadir	affadirions
affadir	affadiront
affadir	affadissaient
affadir	affadissais
affadir	affadi
affadir	affadis
affadir	affadisse
affadir	affadissant
affadir	affadisses
affadir	affadissait
affadir	affadissent
affadir	affadissions
affadir	affadissiez
affadir	affadissons
affadir	affadit
affadir	affadissez
affadir	affadît
affaibli	affaiblie
affaibli	affaiblies
affadir	affadîtes
affaiblir	affaiblie
affaibli	affaiblis
affaiblir	affaiblies
affaiblir	affaiblîmes
affaiblir	affaiblira
affaiblir	affaiblirai
affaiblir	affaibliraient
affaiblir	affaiblirait
affaiblir	affaibliras
affaiblir	affaiblirais
affaiblir	affaiblirez
affaiblir	affaiblirent
affaiblir	affaiblirions
affaiblir	affaiblirons
affaiblir	affaibliront
affaiblir	affaibli
affaiblir	affaibliriez
affaiblir	affaiblissaient
affaiblir	affaiblissait
affaiblir	affaiblissais
affaiblir	affaiblisse
affaiblir	affaiblis
affaiblir	affaiblissant
affaiblir	affaiblissez
affaiblir	affaiblissent
affaiblir	affaiblissions
affaiblir	affaiblissons
affaiblir	affaiblit
affaiblir	affaiblissiez
affaiblir	affaiblît
affaiblir	affaiblisses
affaiblissement	affaiblissements
affairé	affairée
affaiblir	affaiblîtes
affaire	affaires
affairé	affairées
affairement	affairements
affairer	affaira
affairé	affairés
affairer	affairaient
affairer	affairais
affairer	affairâmes
affairer	affairait
affairer	affairant
affairer	affairasse
affairer	affairai
affairer	affairassent
affairer	affairassiez
affairer	affairas
affairer	affairassions
affairer	affairâtes
affairer	affairasses
affairer	affairé
affairer	affairât
affairer	affairées
affairer	affaire
affairer	affairent
affairer	affairée
affairer	affairerai
affairer	affaireraient
affairer	affairerais
affairer	affaireras
affairer	affairerait
affairer	affairèrent
affairer	affairera
affairer	affaireriez
affairer	affairerons
affairer	affairerez
affairer	affairerions
affairer	affairés
affairer	affaireront
affairer	affairez
affairer	affairiez
affairer	affairions
affairisme	affairismes
affairiste	affairistes
affaissement	affaissements
affairer	affairons
affaisser	affaissai
affaisser	affaissaient
affaisser	affaissais
affaisser	affaissa
affaisser	affaissait
affaisser	affaissâmes
affaisser	affaissas
affaisser	affaissant
affaisser	affaissasse
affaisser	affaissassent
affairer	affaires
affaisser	affaissassiez
affaisser	affaissassions
affaisser	affaissât
affaisser	affaissasses
affaisser	affaissâtes
affaisser	affaisse
affaisser	affaissé
affaisser	affaissent
affaisser	affaissées
affaisser	affaissera
affaisser	affaisserai
affaisser	affaisseraient
affaisser	affaisserait
affaisser	affaisserais
affaisser	affaissèrent
affaisser	affaissée
affaisser	affaisseras
affaisser	affaisserions
affaisser	affaisserons
affaisser	affaisseront
affaisser	affaisses
affaisser	affaisseriez
affaisser	affaisserez
affaisser	affaissiez
affaisser	affaissez
affaisser	affaissions
affalement	affalements
affaler	affala
affaisser	affaissés
affaler	affalai
affaler	affalaient
affaler	affalait
affaisser	affaissons
affaler	affalâmes
affaler	affalais
affaler	affalasse
affaler	affalassent
affaler	affalant
affaler	affalasses
affaler	affalassions
affaler	affalas
affaler	affalassiez
affaler	affale
affaler	affalât
affaler	affalâtes
affaler	affalées
affaler	affalent
affaler	affalé
affaler	affalera
affaler	affalerai
affaler	affaleraient
affaler	affalerais
affaler	affalée
affaler	affaleras
affaler	affalèrent
affaler	affalerez
affaler	affalerait
affaler	affalerions
affaler	affaleront
affaler	affalerons
affaler	affaleriez
affaler	affalez
affaler	affalés
affaler	affalions
affaler	affales
affaler	affaliez
affamé	affamée
affamant	affamantes
affamé	affamés
affamé	affamées
affaler	affalons
affamer	affama
affamer	affamaient
affamer	affamais
affamer	affamâmes
affamer	affamai
affamer	affamait
affamer	affamasse
affamer	affamassent
affamer	affamas
affamer	affamasses
affamer	affamassions
affamer	affamât
affamer	affamant
affamer	affamâtes
affamer	affamé
affamer	affamassiez
affamer	affamées
affamer	affament
affamer	affamera
affamer	affamerai
affamer	affameraient
affamer	affamée
affamer	affamerais
affamer	affamerait
affamer	affame
affamer	affameras
affamer	affameriez
affamer	affamèrent
affamer	affamerions
affamer	affameront
affamer	affames
affamer	affamerez
affamer	affamerons
affamer	affamiez
affamer	affamions
affamer	affamez
affamer	affamés
affectation	affectations
affecté	affectée
affecté	affectées
affecté	affectés
affamer	affamons
affecter	affectai
affect	affects
affecter	affecta
affecter	affectaient
affecter	affectais
affecter	affectâmes
affecter	affectas
affecter	affectant
affecter	affectasse
affecter	affectasses
affecter	affectassent
affecter	affectassions
affecter	affectât
affecter	affectassiez
affecter	affectait
affecter	affectâtes
affecter	affectée
affecter	affectées
affecter	affecté
affecter	affectent
affecter	affecterai
affecter	affectera
affecter	affecteraient
affecter	affecterais
affecter	affecteras
affecter	affecterait
affecter	affectèrent
affecter	affecteriez
affecter	affecterions
affecter	affecterons
affecter	affecterez
affecter	affecteront
affecter	affectes
affecter	affectés
affecter	affectiez
affecter	affections
affecter	affectons
affecter	affectez
affectif	affectifs
affectif	affectives
affection	affections
affectionné	affectionnée
affectionné	affectionnés
affectionner	affectionna
affectionner	affectionnai
affectionner	affectionnaient
affectif	affective
affectionner	affectionnais
affectionner	affectionnâmes
affecter	affecte
affectionner	affectionnait
affectionner	affectionnasse
affectionner	affectionnassent
affectionner	affectionnasses
affectionner	affectionnassiez
affectionner	affectionnas
affectionner	affectionnassions
affectionner	affectionnâtes
affectionner	affectionnant
affectionner	affectionne
affectionner	affectionné
affectionner	affectionnât
affectionner	affectionnées
affectionner	affectionnée
affectionner	affectionnerai
affectionner	affectionneraient
affectionner	affectionnera
affectionner	affectionnerais
affectionner	affectionneras
affectionner	affectionnerait
affectionner	affectionnèrent
affectionner	affectionnent
affectionner	affectionnerez
affectionner	affectionnerions
affectionner	affectionneront
affectionner	affectionnes
affectionner	affectionnerons
affectionner	affectionnés
affectionner	affectionneriez
affectionner	affectionnions
affectionner	affectionniez
affectionner	affectionnez
affectionner	affectionnons
affectueux	affectueuses
affectivité	affectivités
afférent	afférente
afférent	afférentes
affectueux	affectueuse
afférent	afférents
affermer	affermai
affermer	affermaient
affermer	affermait
affermer	affermâmes
affermer	affermant
affermer	affermais
affermer	affermasse
affermer	affermassent
affermer	affermasses
affermer	affermassiez
affermer	affermassions
affermer	affermât
affermer	affermâtes
affermer	afferme
affermer	affermas
affermer	affermée
affermer	affermé
affermer	affermées
affermer	affermera
affermer	affermerai
affermer	affermeraient
affermer	afferment
affermer	affermerait
affermer	affermeras
affermer	affermerais
affermer	affermerez
affermer	affermèrent
affermer	affermeriez
affermer	affermerions
affermer	affermeront
affermer	affermes
affermer	affermerons
affermer	affermés
affermer	affermiez
affermer	affermez
affermer	affermions
affermer	affermons
affermir	affermi
affermir	affermie
affermir	affermies
affermir	affermîmes
affermir	affermirai
affermir	affermiraient
affermir	affermirais
affermir	affermirait
affermir	affermira
affermir	affermirent
affermir	affermiras
affermir	affermiriez
affermir	affermirions
affermer	afferma
affermir	affermirons
affermir	affermis
affermir	affermirez
affermir	affermissaient
affermir	affermissait
affermir	affermiront
affermir	affermissais
affermir	affermisse
affermir	affermissent
affermir	affermissez
affermir	affermissant
affermir	affermissions
affermir	affermisses
affermir	affermissiez
affermir	affermit
affermir	affermît
affété	affétées
affermir	affermissons
afféterie	afféteries
affermir	affermîtes
affichage	affichages
afficher	affichai
afficher	affichaient
afficher	afficha
afficher	affichais
afficher	affichâmes
afficher	affichait
affiche	affiches
afficher	affichas
afficher	affichasse
afficher	affichasses
afficher	affichassent
afficher	affichassions
afficher	affichât
afficher	affichassiez
afficher	affichant
afficher	affichâtes
afficher	affiché
afficher	affichée
afficher	affichées
afficher	affiche
afficher	affichent
afficher	afficherai
afficher	afficherais
afficher	afficheraient
afficher	afficherait
afficher	affichèrent
afficher	afficherez
afficher	afficheriez
afficher	afficherions
afficher	affichera
afficher	afficherons
afficher	affiches
afficher	afficheras
afficher	affichez
afficher	afficheront
afficher	affichions
afficher	affichons
afficher	affichés
afficheur	afficheurs
affichiste	affichistes
affidavit	affidavits
affichette	affichettes
afficher	affichiez
affidé	affidées
affilé	affilée
affidé	affidés
affilé	affilées
affilé	affilés
affiler	affilée
affiliation	affiliations
affilié	affiliée
affilié	affiliées
affidé	affidée
affilié	affiliés
affiler	affile
affilier	affiliai
affilier	affiliaient
affilier	affilia
affilier	affiliait
affilier	affiliâmes
affilier	affiliant
affilier	affiliasse
affilier	affilias
affilier	affiliais
affilier	affiliassent
affilier	affiliasses
affilier	affiliassiez
affilier	affiliassions
affilier	affilie
affilier	affiliât
affilier	affiliée
affilier	affiliâtes
affilier	affilié
affilier	affilient
affilier	affiliées
affilier	affilieraient
affilier	affilierai
affilier	affilierais
affilier	affilieras
affilier	affilierait
affilier	affilièrent
affilier	affilieriez
affilier	affilierions
affilier	affilierons
affilier	affilierez
affilier	affilieront
affilier	affiliés
affilier	affiliez
affilier	affiliera
affilier	affiliions
affilier	affilions
affinage	affinages
affilier	affiliiez
affiné	affinée
affilier	affilies
affiner	affinaient
affiner	affina
affiner	affinai
affiner	affinâmes
affiner	affinait
affiner	affinas
affiner	affinant
affiner	affinasse
affiner	affinassent
affiner	affinassiez
affiner	affinassions
affiner	affinât
affiner	affinasses
affiner	affinâtes
affiner	affiné
affiner	affinais
affiner	affine
affiner	affinée
affiner	affinées
affiner	affinerai
affiner	affineraient
affiner	affinerais
affiner	affinerait
affiner	affinent
affiner	affineras
affiner	affinèrent
affiner	affineriez
affiner	affinerions
affiner	affinerons
affiner	affinera
affiner	affineront
affiner	affinés
affiner	affinerez
affiner	affinez
affiner	affiniez
affiner	affinions
affineur	affineurs
affinité	affinités
affiner	affinons
affiquet	affiquets
affirmatif	affirmatifs
affirmatif	affirmatives
affirmation	affirmations
affirmative	affirmatives
affirmer	affirma
affiner	affines
affirmatif	affirmative
affirmer	affirmais
affirmer	affirmaient
affirmer	affirmait
affirmer	affirmâmes
affirmer	affirmant
affirmer	affirmasse
affirmer	affirmassent
affirmer	affirmasses
affirmer	affirmassiez
affirmer	affirmassions
affirmer	affirmât
affirmer	affirmâtes
affirmer	affirme
affirmer	affirmai
affirmer	affirmée
affirmer	affirmas
affirmer	affirmées
affirmer	affirmera
affirmer	affirmé
affirmer	affirmerai
affirmer	affirmerais
affirmer	affirmeraient
affirmer	affirmerait
affirmer	affirmèrent
affirmer	affirmerez
affirmer	affirmeras
affirmer	affirmeriez
affirmer	affirmerions
affirmer	affirment
affirmer	affirmerons
affirmer	affirmés
affirmer	affirmeront
affirmer	affirmiez
affirmer	affirmions
affirmer	affirmons
affixal	affixale
affixal	affixales
affixal	affixaux
affirmer	affirmes
afflanquer	afflanqué
affleurement	affleurements
affleurer	affleura
affleurer	affleurai
affleurer	affleuraient
affleurer	affleurais
affixe	affixes
affirmer	affirmez
affleurer	affleurâmes
affleurer	affleuras
affleurer	affleurant
affleurer	affleurassent
affleurer	affleurasse
affleurer	affleurasses
affleurer	affleurassiez
affleurer	affleurassions
affleurer	affleurâtes
affleurer	affleurât
affleurer	affleuré
affleurer	affleure
affleurer	affleurait
affleurer	affleurée
affleurer	affleurées
affleurer	affleurerai
affleurer	affleurera
affleurer	affleureraient
affleurer	affleurerait
affleurer	affleureras
affleurer	affleurerais
affleurer	affleurerez
affleurer	affleurent
affleurer	affleurèrent
affleurer	affleurerons
affleurer	affleurerions
affleurer	affleures
affleurer	affleureront
affleurer	affleureriez
affleurer	affleuriez
affleurer	affleurions
affleurer	affleurons
affleurer	affleurez
affliction	afflictions
